cpu_percent,mem_percent,time_stamp
52.9,57.7,2020-10-21 17:38:07.976149
0.0,57.7,2020-10-21 17:38:08.983106
0.0,57.8,2020-10-21 17:38:09.990036
0.0,57.8,2020-10-21 17:38:11.001202
0.0,57.8,2020-10-21 17:38:12.016375
0.0,57.9,2020-10-21 17:38:13.022305
75.0,58.3,2020-10-21 17:38:14.032507
12.5,58.2,2020-10-21 17:38:15.044885
0.0,58.2,2020-10-21 17:38:16.056199
20.0,58.2,2020-10-21 17:38:17.065674
0.0,58.3,2020-10-21 17:38:18.076088
25.0,58.2,2020-10-21 17:38:19.084181
33.3,58.2,2020-10-21 17:38:20.086024
0.0,58.1,2020-10-21 17:38:21.095543
17.3,58.2,2020-10-21 17:38:22.108194
0.0,58.3,2020-10-21 17:38:23.119353
0.0,58.8,2020-10-21 17:38:24.161404
99.0,60.7,2020-10-21 17:38:25.185506
100.0,61.3,2020-10-21 17:38:26.264065
0.0,58.8,2020-10-21 17:38:27.463410
0.0,58.5,2020-10-21 17:38:28.593239
0.0,62.3,2020-10-21 17:38:29.653407
50.0,62.0,2020-10-21 17:38:30.666489
0.0,61.5,2020-10-21 17:38:31.720001
47.6,57.7,2020-10-21 17:38:32.752058
40.0,57.3,2020-10-21 17:38:33.756120
25.0,57.6,2020-10-21 17:37:57.044683
42.9,57.8,2020-10-21 17:37:58.051067
16.7,57.8,2020-10-21 17:37:59.061583
58.3,57.8,2020-10-21 17:38:00.069747
50.0,57.9,2020-10-21 17:38:01.081135
50.0,57.8,2020-10-21 17:38:02.094249
16.7,57.9,2020-10-21 17:38:03.105986
50.0,57.9,2020-10-21 17:38:04.115244
8.3,58.0,2020-10-21 17:38:05.116847
0.0,58.0,2020-10-21 17:38:06.126049
0.0,57.8,2020-10-21 17:38:07.140727
0.0,57.8,2020-10-21 17:38:08.146980
38.5,57.8,2020-10-21 17:38:09.153900
0.0,57.8,2020-10-21 17:38:10.160252
25.0,57.8,2020-10-21 17:38:11.173324
0.0,57.8,2020-10-21 17:38:12.184760
37.5,57.8,2020-10-21 17:38:13.191311
50.0,57.9,2020-10-21 17:38:14.201544
88.9,58.1,2020-10-21 17:38:15.205456
25.0,58.2,2020-10-21 17:38:16.212216
62.5,58.1,2020-10-21 17:38:17.225386
57.8,58.7,2020-10-21 17:38:18.251059
0.0,58.1,2020-10-21 17:38:19.265189
40.9,58.1,2020-10-21 17:38:20.271822
0.0,58.2,2020-10-21 17:38:21.281918
33.3,58.3,2020-10-21 17:38:22.290865
100.0,58.2,2020-10-21 17:38:23.344631
100.0,59.7,2020-10-21 17:38:24.410460
0.0,60.8,2020-10-21 17:38:25.414341
0.0,61.3,2020-10-21 17:38:26.428676
0.0,58.8,2020-10-21 17:38:27.462411
100.0,58.5,2020-10-21 17:38:28.591235
0.0,62.3,2020-10-21 17:38:29.654405
0.0,62.0,2020-10-21 17:38:30.666489
0.0,61.5,2020-10-21 17:38:31.721001
0.0,57.7,2020-10-21 17:38:32.754063
0.0,57.3,2020-10-21 17:38:33.757064
